report_period_start,report_period_end,interval_start,interval_end,container_name,pod,owner_name,owner_kind,workload,workload_type,namespace,image_name,node,resource_id,cpu_request_container_avg,cpu_request_container_sum,cpu_limit_container_avg,cpu_limit_container_sum,cpu_usage_container_avg,cpu_usage_container_min,cpu_usage_container_max,cpu_usage_container_sum,cpu_throttle_container_avg,cpu_throttle_container_max,cpu_throttle_container_sum,memory_request_container_avg,memory_request_container_sum,memory_limit_container_avg,memory_limit_container_sum,memory_usage_container_avg,memory_usage_container_min,memory_usage_container_max,memory_usage_container_sum,memory_rss_usage_container_avg,memory_rss_usage_container_min,memory_rss_usage_container_max,memory_rss_usage_container_sum,accelerator_model_name,accelerator_profile_name,accelerator_core_usage_percentage_min,accelerator_core_usage_percentage_max,accelerator_core_usage_percentage_avg,accelerator_memory_copy_percentage_min,accelerator_memory_copy_percentage_max,accelerator_memory_copy_percentage_avg,accelerator_frame_buffer_usage_min,accelerator_frame_buffer_usage_max,accelerator_frame_buffer_usage_avg
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T03:00:00,2025-06-15T03:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.805,0.644,0.845,0.805,0.02,0.03,0.02,300000000,300000000,1000000000,1000000000,731349105,585079284,767916560,731349105,365773607,256041524,438928328,365773607,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5638.26,10471.06,8054.66
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T03:15:00,2025-06-15T03:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.796,0.637,0.836,0.796,0.028,0.042,0.028,300000000,300000000,1000000000,1000000000,760229812,608183849,798241302,760229812,400129229,280090460,480155074,400129229,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6612.63,12280.59,9446.61
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T03:30:00,2025-06-15T03:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.538,0.43,0.565,0.538,0.019,0.028,0.019,300000000,300000000,1000000000,1000000000,642975720,514380576,675124506,642975720,384431124,269101786,461317348,384431124,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7721.73,14340.35,11031.04
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T03:45:00,2025-06-15T04:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.458,0.366,0.481,0.458,0.019,0.028,0.019,300000000,300000000,1000000000,1000000000,616780845,493424676,647619887,616780845,340701070,238490748,408841284,340701070,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7786.04,14459.8,11122.92
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T04:00:00,2025-06-15T04:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.802,0.642,0.842,0.802,0.028,0.042,0.028,300000000,300000000,1000000000,1000000000,685565452,548452361,719843724,685565452,448771801,314140260,538526161,448771801,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5733.36,10647.68,8190.52
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T04:15:00,2025-06-15T04:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.645,0.516,0.677,0.645,0.023,0.035,0.023,300000000,300000000,1000000000,1000000000,905540246,724432196,950817258,905540246,434189787,303932850,521027744,434189787,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7307.49,13571.05,10439.27
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T04:30:00,2025-06-15T04:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.748,0.598,0.785,0.748,0.022,0.033,0.022,300000000,300000000,1000000000,1000000000,926831106,741464884,973172661,926831106,388291837,271804285,465950204,388291837,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5639.55,10473.45,8056.5
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T04:45:00,2025-06-15T05:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.691,0.553,0.726,0.691,0.017,0.026,0.017,300000000,300000000,1000000000,1000000000,794765502,635812401,834503777,794765502,553153428,387207399,663784113,553153428,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7613.89,14140.09,10876.99
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T05:00:00,2025-06-15T05:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.744,0.595,0.781,0.744,0.011,0.017,0.011,300000000,300000000,1000000000,1000000000,747068474,597654779,784421897,747068474,365465044,255825530,438558052,365465044,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7403.83,13749.97,10576.9
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T05:15:00,2025-06-15T05:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.76,0.608,0.798,0.76,0.026,0.039,0.026,300000000,300000000,1000000000,1000000000,715972299,572777839,751770913,715972299,334941286,234458900,401929543,334941286,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7458.59,13851.67,10655.13
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T05:30:00,2025-06-15T05:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.465,0.372,0.488,0.465,0.027,0.041,0.027,300000000,300000000,1000000000,1000000000,792106647,633685317,831711979,792106647,321213101,224849170,385455721,321213101,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6905.67,12824.81,9865.24
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T05:45:00,2025-06-15T06:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.516,0.413,0.542,0.516,0.019,0.028,0.019,300000000,300000000,1000000000,1000000000,943974009,755179207,991172709,943974009,554581804,388207262,665498164,554581804,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7269.03,13499.63,10384.33
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T06:00:00,2025-06-15T06:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.459,0.367,0.482,0.459,0.011,0.017,0.011,300000000,300000000,1000000000,1000000000,945110255,756088204,992365767,945110255,592541026,414778718,711049231,592541026,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6046.85,11229.87,8638.36
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T06:15:00,2025-06-15T06:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.697,0.558,0.732,0.697,0.026,0.039,0.026,300000000,300000000,1000000000,1000000000,903597989,722878391,948777888,903597989,544594574,381216201,653513488,544594574,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,8133.99,15105.99,11619.99
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T06:30:00,2025-06-15T06:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.831,0.665,0.873,0.831,0.024,0.036,0.024,300000000,300000000,1000000000,1000000000,824311228,659448982,865526789,824311228,554119038,387883326,664942845,554119038,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6066.38,11266.14,8666.26
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T06:45:00,2025-06-15T07:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.743,0.594,0.78,0.743,0.023,0.035,0.023,300000000,300000000,1000000000,1000000000,863885997,691108797,907080296,863885997,398432856,278902999,478119427,398432856,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6653.94,12357.32,9505.63
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T07:00:00,2025-06-15T07:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.663,0.53,0.696,0.663,0.029,0.044,0.029,300000000,300000000,1000000000,1000000000,639513823,511611058,671489514,639513823,271535581,190074906,325842697,271535581,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5758.47,10694.31,8226.39
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T07:15:00,2025-06-15T07:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.716,0.573,0.752,0.716,0.021,0.032,0.021,300000000,300000000,1000000000,1000000000,905111427,724089141,950366998,905111427,553959945,387771961,664751934,553959945,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5921.72,10997.48,8459.6
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T07:30:00,2025-06-15T07:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.788,0.63,0.827,0.788,0.027,0.041,0.027,300000000,300000000,1000000000,1000000000,613554973,490843978,644232721,613554973,305929412,214150588,367115294,305929412,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6560.06,12182.96,9371.51
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T07:45:00,2025-06-15T08:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.453,0.362,0.476,0.453,0.029,0.044,0.029,300000000,300000000,1000000000,1000000000,674780380,539824304,708519399,674780380,423380117,296366081,508056140,423380117,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6540.81,12147.23,9344.02
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T08:00:00,2025-06-15T08:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.766,0.613,0.804,0.766,0.013,0.019,0.013,300000000,300000000,1000000000,1000000000,670920222,536736177,704466233,670920222,427085543,298959880,512502651,427085543,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7369.47,13686.15,10527.81
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T08:15:00,2025-06-15T08:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.477,0.382,0.501,0.477,0.021,0.032,0.021,300000000,300000000,1000000000,1000000000,690111904,552089523,724617499,690111904,306840099,214788069,368208118,306840099,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7837.79,14555.89,11196.84
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T08:30:00,2025-06-15T08:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.772,0.618,0.811,0.772,0.022,0.033,0.022,300000000,300000000,1000000000,1000000000,858245791,686596632,901158080,858245791,552736033,386915223,663283239,552736033,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7700.14,14300.26,11000.2
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T08:45:00,2025-06-15T09:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.625,0.5,0.656,0.625,0.013,0.019,0.013,300000000,300000000,1000000000,1000000000,897066081,717652864,941919385,897066081,508349535,355844674,610019442,508349535,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,6275.97,11655.37,8965.67
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T09:00:00,2025-06-15T09:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.843,0.674,0.885,0.843,0.016,0.024,0.016,300000000,300000000,1000000000,1000000000,733628185,586902548,770309594,733628185,330660116,231462081,396792139,330660116,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,5931.25,11015.17,8473.21
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T09:15:00,2025-06-15T09:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.748,0.598,0.785,0.748,0.026,0.039,0.026,300000000,300000000,1000000000,1000000000,719879079,575903263,755873032,719879079,479746307,335822414,575695568,479746307,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7855.29,14588.39,11221.84
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T09:30:00,2025-06-15T09:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.584,0.467,0.613,0.584,0.013,0.019,0.013,300000000,300000000,1000000000,1000000000,894681994,715745595,939416093,894681994,556279192,389395434,667535030,556279192,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7342.66,13636.38,10489.52
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T09:45:00,2025-06-15T10:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.481,0.385,0.505,0.481,0.025,0.038,0.025,300000000,300000000,1000000000,1000000000,640049376,512039500,672051844,640049376,282410323,197687226,338892387,282410323,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7879.12,14632.66,11255.89
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T10:00:00,2025-06-15T10:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.566,0.453,0.594,0.566,0.026,0.039,0.026,300000000,300000000,1000000000,1000000000,610820154,488656123,641361161,610820154,320488193,224341735,384585831,320488193,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7593.96,14103.06,10848.51
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T10:15:00,2025-06-15T10:30:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.6,0.48,0.63,0.6,0.015,0.022,0.015,300000000,300000000,1000000000,1000000000,774949512,619959609,813696987,774949512,416943676,291860573,500332411,416943676,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,8096.86,15037.04,11566.95
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T10:30:00,2025-06-15T10:45:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.829,0.663,0.87,0.829,0.029,0.044,0.029,300000000,300000000,1000000000,1000000000,624063017,499250413,655266167,624063017,282289355,197602548,338747226,282289355,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7753.75,14399.81,11076.78
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T10:45:00,2025-06-15T11:00:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.822,0.658,0.863,0.822,0.02,0.03,0.02,300000000,300000000,1000000000,1000000000,639044928,511235942,670997174,639044928,440262134,308183493,528314560,440262134,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,7360.45,13669.41,10514.93
2025-06-15T00:00:00,2025-06-20T00:00:00,2025-06-15T11:00:00,2025-06-15T11:15:00,gpu-partition-app-container,gpu-partition-app-pod-0,gpu-partition-app,Job,gpu-partition-app,job,cv,quay.io/production/gpu-partition-app:latest,ip-255-255-255-255.ec2.internal,res-003,0.4,0.4,0.9,0.9,0.75,0.6,0.788,0.75,0.02,0.03,0.02,300000000,300000000,1000000000,1000000000,791482843,633186274,831056985,791482843,342969260,240078481,411563112,342969260,NVIDIA-A100-SXM4-40GB,3g.20gb,,,,,,,8177.87,15187.47,11682.67
